_unit_id;_canary;_unit_state;_trusted_judgments;_last_judgment_at;what_emotion_does_the_author_express_specifically_about_the_weather;what_emotion_does_the_author_express_specifically_about_the_weather:confidence;gold_answer;tweet_id;tweet_text
314960572;;finalized;20;8/24/13 0:48;Positive;0.4074;;79196060;I woke up to a beautiful ball of red coming over the horizon...oh where art thou ball of sunshine so enjoy having your around
314960573;;finalized;20;8/24/13 0:36;Tweet not related to weather condition;0.6721;;82840644;Follow    #Glee #Herecomestheboom #sunshine !!
314960574;;finalized;20;8/24/13 0:47;Positive;0.5127;;81213147; It's sunny here too. And it's closer! :D
314960575;;finalized;20;8/24/13 0:42;Negative;0.367;;84320750; You know the old saying: April showers bring May severe thunderstorms.
314960576;;finalized;20;8/24/13 0:31;Negative;0.8039;;83254598; The 3rd world war hasn't even happened yet... and the crazy weather is from Earth changing and possibly from H.A.A.R. ...
314960577;;finalized;20;8/24/13 0:35;Tweet not related to weather condition;0.5055;;82511269; LISTEN TO ON RAINY DAYS
314960578;;finalized;20;8/24/13 0:43;Positive;0.7985;;80059665;Grateful for the sunny, warm weather. Perfect stroll on the beach with . Photo:  #cannonbeach #getaway
314960579;;finalized;20;8/24/13 0:30;Neutral / author is just sharing information;0.7599;;81993145;Gov. Bentley: 238 storm related fatalities in Alabama 
314960580;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.4339;;82851664;" They're cheeping up a storm, and he has that ""Where is your mother?!"" look.  LOL"
314960581;;finalized;20;8/24/13 0:39;Negative;0.5431;;81992407;I been freezing but didn't wana get up to fool with the air #lazytweet
314960582;;finalized;20;8/24/13 0:20;Tweet not related to weather condition;0.6696;;81172069;"B MY Sunshine - Nonprofit; To improve the environment of Special Needs Individuals, through there senses: touch, hear, smell and sight!!!"
314960583;;finalized;20;8/24/13 0:06;Negative;0.4252;;81996594;Ok so its like 78 degrees, he has on some timbos, shorts with an full length leather coat.. Wow, #damshame.
314960584;;finalized;20;8/24/13 0:36;Tweet not related to weather condition;0.3502;;82676412;"""MARY WHITE"" always be fogged out even wen its a bright sunny day"
314960585;;finalized;20;8/24/13 0:36;Neutral / author is just sharing information;0.7451;;84311715;  U.S. National Severe Weather Alerts Map - WeatherBug.com 
314960586;;finalized;20;8/24/13 0:45;Tweet not related to weather condition;0.6899;;80058226;Nature's Sunshine Products Reports First Quarter Financial Results 
314960587;;finalized;20;8/24/13 0:35;Negative;0.8872;;79196316;The gas and this weather need to get off that bull shit lol
314960588;;finalized;20;8/24/13 0:48;Negative;0.687;;81992249;7:30 final and its like 95 degrees. I can't take the biggest exam of the year under these conditions. #stupidhot
314960589;;finalized;20;8/24/13 0:48;Negative;0.5263;;80059118; Yeah I was sick recently too. It's probably the weather or something.
314960590;;finalized;20;8/24/13 0:33;Neutral / author is just sharing information;0.5686;;82674497;VIDEO: Hay fever surges in UK heatwave 
314960591;;finalized;20;8/24/13 0:31;Neutral / author is just sharing information;0.457;;84310393;We have been Busy collecting Wal Mart Gift Cards Via Pay Pal to Give to Tornado and Storm Victims to Present to... 
314960592;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.4224;;83254939;watching enter the dragon on this rainy rainy night then off to sleep
314960593;;finalized;20;8/24/13 0:13;Positive;0.4621;;83255367;Could really go for some chocolate, a blanket, some music, and a big bay window right now. #rain
314960594;;finalized;20;8/24/13 0:35;Positive;0.6958;;84050095;Turned on TV here at the hotel, immediately see meteorologists watching #Wx around Kansas. Glad it was nice weather when I landed here.
314960595;;finalized;20;8/24/13 0:33;Positive;0.9282;;79197928;Friday, sunny and awesome out in Chicago. Happy weekend, Superfans!
314960596;;finalized;20;8/24/13 0:41;Neutral / author is just sharing information;0.5597;;82509278;"""LIKE"" our brand new Northwest Weather Podcast page!  Mark and Brian are recording their 4th episode today.  You... "
314960597;;finalized;20;8/24/13 0:25;Neutral / author is just sharing information;0.8258;;84318062; Weather spotters report #tornado moving toward Joplin, Missouri, at 45 mph 
314960598;;finalized;20;8/24/13 0:37;Positive;0.9263;;82509691;I actually like the #rain... Only because my umbrella is too cool... #zebraprint!
314960599;;finalized;20;8/24/13 0:34;Negative;0.7703;;79197903;So its freezing as shit this morning and my brothers mew roommate left open the windows. smooth.
314960600;;finalized;20;8/24/13 0:12;Neutral / author is just sharing information;0.7409;;82843839;"Gardner WX 05/17/11 07:00 AM | 44F, 65&#x25; Humidity, Feels Like 44F | Alerts: NO CURRENT ADVISORIES | "
314960601;;finalized;20;8/24/13 0:44;Neutral / author is just sharing information;0.7375;;84312474;Listening to KFOR-TV via Weather Channel -- they are reporting tornado is 1/2 mile wide, debris 1.5 miles around tornado
314960602;;finalized;20;8/24/13 0:51;Neutral / author is just sharing information;0.486;;84318003;Watch KNWA now. Dan Skoff & Clint Boone are tracking severe weather in Benton County. Possible tornadoes may be brewing
314960603;;finalized;20;8/24/13 1:12;Negative;0.5143;;84318134; they just interrupted the emergency weather program with another emergency weather warning. TAKING OUR ASSES TO THE BATH ...
314960604;;finalized;20;8/24/13 0:31;Negative;0.7785;;83254916;Why has the weather sucked so bad lately? A hurricane isn't gonna stop me from getting my swag on.
314960605;;finalized;20;8/24/13 0:49;Positive;0.6701;;84048462;Love this Iowa weather that goes from warm and sunny to rainy and lightening in less than 2 seconds:):):)
314960606;;finalized;20;8/24/13 0:32;Negative;0.4114;;84307023;It WAS going to be sunny and 80 degrees in #Boston today (that's what they said just a few days ago.) How's  58 and rain? #enoughisenough
314960607;;finalized;20;8/24/13 1:19;Neutral / author is just sharing information;0.7439;;83268587;78.1F (Feels: 78.1F) - Humidity: 87% - Wind: 9.2mph NE - Gust: 13.0mph - Pressure: 1008.7mb (+0.5)  #weather 
314960608;;finalized;20;8/24/13 0:48;Positive;0.7221;;80056218;Happy Mothers Day, enjoy the sunshine, now... looking forward to Fathers Day.
314960609;;finalized;20;8/24/13 0:40;Positive;0.4686;;83270140;Headed to Maker Faire this weekend.  Weather's supposed to be nice: partly cloudy with a small chance of DOOOOOM.
314960610;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.8857;;81989909;Imma chef and imma cook up a storm in the morning
314960611;;finalized;20;8/24/13 0:30;Negative;0.8179;;82676265;Looks like rain. For ever. #weather 
314960612;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.5936;;79195022; fine bout to go this interview. How's the weather there???
314960613;;finalized;20;8/24/13 0:31;Tweet not related to weather condition;0.6731;;84051249;Just seen this toyota commercial and im thinking why would a truck have to go thru almost 300 degrees?
314960614;;finalized;20;8/24/13 0:41;Tweet not related to weather condition;0.6146;;82673737; Just turned 26 today, no kids, 2 degrees, grad school, good health, GOD IS REAL
314960615;;finalized;20;8/24/13 0:15;Negative;0.6998;;84311983;Needless to say, it is scorching out. I am still hot and I have been back inside for quite some time now.
314960616;;finalized;20;8/24/13 0:40;Tweet not related to weather condition;0.6828;;84306933;Oh, and I've been informed that I am Belle. Well, I am also, at times, Snow White.
314960617;;finalized;20;8/24/13 0:36;Positive;0.7029;;82837312; cant believe about the weather either! But I'll take it :)
314960618;;finalized;20;8/24/13 0:25;Neutral / author is just sharing information;0.7732;;82844714;Tuesday's Hourly Wx for St. Mary's County:
* 7AM: Rain. 62*F.;;;;;;;;;
* 12PM: Rain. 68*F.;;;;;;;;;
"* 3PM: Thunderstorms. 71*F.""";;;;;;;;;
314960619;;finalized;20;8/24/13 0:20;Negative;0.7338;;82841168;Gosh the scanner is active this morning. Is everyone misbehaving because the sunny weather went away?
314960620;;finalized;20;8/24/13 1:08;Neutral / author is just sharing information;0.8526;;84317772;Severe Thunderstorm Warning for Camden and Miller County until 2:00pm. #MidMoWx
314960621;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.7724;;83268730;What Produces Pippa's Perfect Posterior? Find out the Secret! Plus: New Pics Of Pippa Looking Hot In Tight Jeans: 
314960622;;finalized;20;8/24/13 1:19;Positive;0.4197;;82512916;HUGE thunderstorm this morning! Rain..lots of it..(FINALLY) thunder, lightning.. the works.. Texas knows how to have a storm!
314960623;;finalized;20;8/24/13 1:19;Negative;0.5569;;84050322;I just realized that I am probly the only person dumb enough to be Tweeting  IMDB info while stuck outside in a hail storm Lol
314960624;;finalized;20;8/24/13 0:21;Tweet not related to weather condition;0.7195;;82843564; Learn more about CMC's new bachelor's degrees tonight in Edwards: 5:30-7pm! Sign up, learn more at  ...
314960625;;finalized;20;8/24/13 0:50;Positive;0.7918;;82515092; I agree! Beautiful view. Mine was just walking through Cap Hill but the sunshine made it a nice walk home. Hope it stays.
314960626;;finalized;20;8/24/13 0:40;Negative;0.8243;;82851670;I also need to know why it's 65 degrees out right now. Stooooopppp.
314960627;;finalized;20;8/24/13 0:47;Tweet not related to weather condition;0.5645;;80059915;I'm at Turnpike S (Florida's Turnpike, Sunshine Parkway) 
314960628;;finalized;20;8/24/13 0:51;Negative;0.7955;;82853150;Need some warm Cappuccino on this ugly rainy day. (@ 7-Eleven) 
314960629;;finalized;20;8/24/13 0:21;Tweet not related to weather condition;0.4911;;80053045;#arenafootball    TD Storm off net!
314960630;;finalized;20;8/24/13 0:35;Neutral / author is just sharing information;0.7174;;84321176;Sunny skies over by KC Library, Plaza branch. But ominous skies over Downtown KC. Sirens still ringing. 
314960631;;finalized;20;8/24/13 0:22;Negative;0.4592;;83257950;Freezing, wet, and still looking at rocks  
314960632;;finalized;20;8/24/13 1:12;Negative;0.7005;;83269290;Hope everyone is having better weather than we are here in New England.  Ugh, hope it stops raining sometime soon.
314960633;;finalized;20;8/24/13 0:19;Neutral / author is just sharing information;0.5554;;79195148;Discovery Kids Climate Cubes Weather Information Station - $12.99 + S&H 
314960634;;finalized;20;8/24/13 0:50;Negative;0.4783;;81170861;Really, what is going on with this weather....Tent no tent......that is the question for all my brides right now......
314960635;;finalized;20;8/24/13 0:44;Neutral / author is just sharing information;0.8822;;82512042;"Gardner WX 05/12/11 06:00 AM | 58F, 86&#x25; Humidity, Feels Like 58F | Alerts: NO CURRENT ADVISORIES | "
314960636;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.664;;82850609;" congratulations sir! I will fight until I have more degrees than you. I shall not be defeated! One more week; can't wait. #Indy"
314960637;;finalized;20;8/24/13 0:46;Negative;0.6689;;84050868;Me and katilyn chatting up the movie, walk outside.. OMG. Sprint to car. We don't like thunder storms. #mature
314960638;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.8855;;82517625;"Outside: 51.4 F, Humidity: 92%, Wind: (317) 4 mph, Press: 29.80"", Rain: 0.15"
314960639;;finalized;20;8/24/13 0:36;Tweet not related to weather condition;0.5731;;82672973;Happy Birthday #LeeSoonkyu :] sunny!
314960640;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.8179;;82677093;Rest of Tonight
Partly cloudy until late night then becoming mostly clear. A;;;;;;;;;
"20 percent chance of showers and thunderstorms in the evening""";;;;;;;;;
314960641;;finalized;20;8/24/13 0:39;Negative;0.5462;;82513444; today has just been a weird day all round. I would blame the weather, but, it just seems to easy.
314960642;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.6805;;81177955;It's on the windy side, but still in the 70's downtown #ColoradoSprings! Happy hour now until 6:00 pm at 
314960643;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.4612;;80057006;FYI: Otis Redding makes for some excellent sunny Sunday music...
314960644;;finalized;20;8/24/13 0:23;Tweet not related to weather condition;0.9384;;82674499;Graduate Degrees in Education 
314960645;;finalized;20;8/24/13 0:42;Negative;0.4001;;82674566;Buggin for only having a t shirt on...shaking like a stripper #freezing
314960646;;finalized;20;8/24/13 0:42;Negative;0.6369;;84308267; My room is freezing
314960647;;finalized;20;8/24/13 0:32;Negative;0.9289;;82838894;I have too much to do today -___- And the weather doesn't make it any better.
314960648;;finalized;20;8/24/13 0:47;Negative;0.7548;;84033718;72 degrees and sunny. Yeah it's  going to hell in a hat box
314960649;;finalized;20;8/24/13 0:17;Tweet not related to weather condition;0.3036;;84050482; A cheers to #ACBW with  Blue Dot Double IPA. Bottled sunshine.
314960650;;finalized;20;8/24/13 0:45;Tweet not related to weather condition;0.3982;;81178007;Mother's Day Sunshine  
314960651;;finalized;20;8/24/13 0:28;Tweet not related to weather condition;0.7025;;79197871;JC Blaze Storm: 4 - JC Blaze Cyclones: 0 |  Halftime | #StormSoccer
314960652;;finalized;20;8/24/13 0:20;Positive;0.6592;;83257061;I should've went to Colombia for the month at least they have beautiful weather
314960653;;finalized;20;8/24/13 0:34;Neutral / author is just sharing information;0.6874;;84311025;Updated flood information with rain continuing..../
314960654;;finalized;20;8/24/13 0:25;Negative;0.3465;;84048180; where are you? save the young girl in the storm center she is out of her comfort zone.
314960655;;finalized;20;8/24/13 0:47;Tweet not related to weather condition;0.6228;;82516750; after seeing that I'm going to wash my eyes out with some nice boiling hot bleach now, thank you.
314960656;;finalized;20;8/24/13 0:33;Neutral / author is just sharing information;0.8121;;82680424;Severe Thunderstorm Warning for Lancaster County in PA until 7:30pm EDT. #pawx
314960657;;finalized;20;8/24/13 0:51;Neutral / author is just sharing information;0.529;;79187357; Weather Geek alert... #NOAA shows La Nina weakening (Seattle peeps, looking good for summer!) 
314960658;;finalized;20;8/24/13 0:45;Positive;0.8328;;80059362;Nice day enjoy the sun and good weather cause I really not in the mood to work...
314960659;;finalized;20;8/24/13 0:09;Positive;0.5052;;84317524;Another amazing Southern Hemisphere weather appropriate garment... 
314960660;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.8934;;82512623;#WEATHER:  8:53 pm : 67.0F. Feels F. 29.82% Humidity. 6.9MPH Southeast Wind.
314960661;;finalized;20;8/24/13 0:53;Positive;1;;82681227;Loving this warm weather!
314960662;;finalized;20;8/24/13 0:12;Positive;0.5388;;83267573; I wanna go to the Caribbean , I wanna bring  and I wanna see some sunshine! #wannagobw
314960663;;finalized;20;8/24/13 0:27;Positive;0.7309;;82516549;Did it. Some folks saw me from above and were taken aback. Your left boot has a tiny leak, good thing the water was above 65 degrees.
314960664;;finalized;20;8/24/13 0:41;Negative;0.5305;;82848803;Where's the sunshine? I think Texas is calling my name! Time to move back home!
314960665;;finalized;20;8/24/13 0:35;Positive;0.8329;;84047300; I can't wait for the storm tonight :)
314960666;;finalized;20;8/24/13 1:08;Positive;0.8072;;81996415;"If tommorow is nice weather, that would be the first week all year with good weather every single day! &lt;3 it really is #spring"
314960667;;finalized;20;8/24/13 0:49;Negative;0.588;;82844485;This weather knocked everyone out
314960668;;finalized;20;8/24/13 0:33;Tweet not related to weather condition;0.7006;;82510298;Dem wolf grey 5's aint as clean as I thought they were gone be *shrugs* I know shaq got sum hot shit coming out..
314960669;;finalized;20;8/24/13 0:34;Positive;0.8828;;79188733;"Y looky here...da window is open 6 inches! It finally getting warmer outside..maybe 60 degrees now..IT""S ABOUT TIME! #whereisspring?"
314960670;;finalized;20;8/24/13 0:11;Negative;0.9066;;81172348;Omg it's so freaking freezing in this biiiiiiiiiitch!
314960671;;finalized;20;8/24/13 0:28;Tweet not related to weather condition;0.5496;;80057950;"So, I heard ""I told the storm"" on the way to church and almost cried! It made me think of my mama"
314960672;;finalized;20;8/24/13 0:23;Negative;0.6212;;82846065;NYC weather is so disrespectful this week
314960673;;finalized;20;8/24/13 0:19;Tweet not related to weather condition;0.7589;;84308352;playin 2k and j.crawford jus did his move #cold
314960674;;finalized;20;8/24/13 0:28;Tweet not related to weather condition;0.7629;;82511751; Listening to Sunshine Anderson typing a paper #CollegeDays // where has she been?
314960675;;finalized;20;8/24/13 0:52;Positive;0.8353;;81214896;  loving this awesome Iowa weather!! suppose to be 91 tomorrow..they  say a record high
314960676;;finalized;20;8/24/13 0:14;Tweet not related to weather condition;0.7521;;80050881; Horses have 16 muscles in each ear, allowing them to rotate their ears 180 degrees.
314960677;;finalized;20;8/24/13 0:28;Negative;0.3317;;81991310; same here in the bluegrass! I could do w/o the humidity though! :-)
314960678;;finalized;20;8/24/13 0:18;Neutral / author is just sharing information;0.638;;82852510;Scattered showers, thunderstorms possible for Las Vegas 
314960679;;finalized;20;8/24/13 0:18;Negative;0.4968;;81991738;Storm-Downed Tree Kills Twin Sisters: Twin sisters were were killed when severe storms blew through parts of the... 
314960680;;finalized;20;8/24/13 0:35;Neutral / author is just sharing information;0.4477;;80054061; It's supposed to go up to 70 today. Sunshine early. A slight chance for a shower or t-storm later. Going to my Aunt's house later.
314960681;;finalized;20;8/24/13 0:54;Negative;0.5942;;84305417;A storm with quarter-sized hail is making the situation in Joplin even tougher 
314960682;;finalized;20;8/24/13 0:42;Positive;0.9306;;82844546;Call me crazy, but I am enjoying the cool weather. Because I know in a month or so it'll be 1065 degrees outside. #memphisheat
314960683;;finalized;20;8/24/13 0:33;Tweet not related to weather condition;0.8725;;82845937;Chef Gelman of The Driskill joins us for a beer pairing duel against Chef Rob Snow of Judges' Hill Restaurant!!... 
314960684;;finalized;20;8/24/13 0:25;Positive;0.507;;83267294;Could go for a good #storm today.
314960685;;finalized;20;8/24/13 1:10;Positive;0.4151;;80056141;Looks like sunshine all day. Although, I can't think of 1 outdoor concert in FL when it didn't rain. Bringing ponchos anyway #rockvillefest
314960686;;finalized;20;8/24/13 0:47;Negative;0.5722;;81994619;The weather is getting hot again. *sigh*
314960687;;finalized;20;8/24/13 0:46;Neutral / author is just sharing information;0.9455;;81996571;Statesville, NC Weather - 2:00 PM- Fair Skies, Temp: 74.9, Wind: 3.6, Rain Today: 0.00
314960688;;finalized;20;8/24/13 0:28;Positive;0.9633;;79195594; it was beautiful, thank you.  Great weather & everyone had fun!!  :)
314960689;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.6928;;82852373; hows them weather in. hawaii
314960690;;finalized;20;8/24/13 0:17;Tweet not related to weather condition;0.5147;;83256806;This took tumblr by storm two months ago, so naturally, I'm only just now seeing it.  Love it!
314960691;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.8514;;79185900;Special Weather Statement issued May 05 at 5:14PM CDT expiring May 05 at 6:15PM CDT by NWS Central Illinois... 
314960692;;finalized;20;8/24/13 0:36;Positive;0.8745;;83256253;Oh yeah forgot to say Today is my kinda weather #AllSmiles #Grateful
314960693;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.7885;;84308648;Severe Thunderstorm Warning for Fulton, Knox, and Peoria County in IL until 7:45pm CDT. #ilwx
314960694;;finalized;20;8/24/13 0:37;Tweet not related to weather condition;0.6661;;84032624;"This mornin my kids were makin me crazy! Just now we found a dvd of them singin U R My Sunshine at ages 20 mos, 4 & 6 &lt;3 #myraptureplaylist"
314960695;;finalized;20;8/24/13 0:33;Positive;0.4913;;81179800;This week in NYC will mark the longest stretch of dry weather since February. #happymonday
314960696;;finalized;20;8/24/13 0:24;Positive;0.8101;;81215562;What a picture perfect day here in Coeur d'Alene!  Anyone else out enjoying the sunshine?
314960697;;finalized;20;8/24/13 0:52;Neutral / author is just sharing information;0.7907;;83269519;Photo: weather forecast for the #Rapture 
314960698;;finalized;20;8/24/13 0:55;Neutral / author is just sharing information;0.5216;;81213726;Ran 5.9 miles in 52 mins and felt good. 46 degrees at the start of the run, with very little wind. My pre-run... 
314960699;;finalized;20;8/24/13 0:39;Positive;0.6053;;82680253;Day 2 DC: On the subway heading to the museums, weather is perfect, body not so much. This weeks walking is starting to kick my ass.
314960700;;finalized;20;8/24/13 0:18;Positive;0.3865;;82850303;Sunny day man #12 and #35
314960701;;finalized;20;8/24/13 0:19;Negative;0.6324;;84307215;GM all looking at another rainy week don't let it make you weak!!
314960702;;finalized;20;8/24/13 0:33;Positive;0.8032;;84319348;" Beautiful weather brings every1 n their mama out SHEESH&lt;&lt; Tell one of dem moms to feed me!!"
314960703;;finalized;20;8/24/13 0:11;Tweet not related to weather condition;0.5258;;82850752;The Storm announce today that they have signed Tyler Thomas and Jeremy Bollinger to one-year deals.
314960704;;finalized;20;8/24/13 0:36;Positive;0.4928;;81213652;Updating a recipe for a summer soup, perfect for the hot weather
314960705;;finalized;20;8/24/13 0:41;Tweet not related to weather condition;0.3546;;81215467;159 degrees + large bacon cheeseburger + work = #poorlifechoices.
314960706;;finalized;20;8/24/13 0:32;Negative;0.5071;;83268278;MU softball opener delayed: Bad weather pushes DePaul-Indiana to 8:30 p.m. 
314960707;;finalized;20;8/24/13 0:32;Neutral / author is just sharing information;0.6285;;83268301; #Salute to  for going to show the kids love out in Tuscaloosa who were affected by the storm. . ...
314960708;;finalized;20;8/24/13 0:42;Positive;0.7179;;84033731;Today's weather is simply *perfect*. Rowan's so happy to be outside. But oy, $18 on sunblock for him? My mother just used olive oil on us :/
314960709;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.6149;;84312057;Reed Timmer is following Fairview storm right now, while launching 6 probes into large tornado.
314960710;;finalized;20;8/24/13 0:27;Tweet not related to weather condition;0.379;;81990363;"U sir, are smokin that good shit.    98 Degrees &gt;&gt;&gt; BSB  Yeah, I said it. *Puts up dukes*"
314960711;;finalized;20;8/24/13 0:30;Neutral / author is just sharing information;0.8913;;81177836;87.4F (Feels: 95.3F) - Humidity: 63% - Wind: 9.8mph S - Gust: 15.9mph - Pressure: 1010.9mb (-0.1)  #weather 
314960712;;finalized;20;8/24/13 0:21;Positive;0.8844;;82843268;This weather rocks. I like it 4 a little switch up!
314960713;;finalized;20;8/24/13 0:21;Neutral / author is just sharing information;0.6329;;82510207;Severe Thunderstorm Warning for Cooper, Pettis, and Saline County until 7:00pm CDT.
314960714;;finalized;20;8/24/13 0:41;Neutral / author is just sharing information;0.8138;;83269010;#WEATHER:  9:56 pm : 67.0F. Feels F. 29.83% Humidity. 11.5MPH Northeast Wind.
314960715;;finalized;20;8/24/13 0:33;Negative;0.7545;;79188512;So the weather is gettin pretty bad..Idk if im still gonna b able to come home today :-S
314960716;;finalized;20;8/24/13 0:07;Tweet not related to weather condition;0.8268;;82835536; #Aots Now that PSN is back I'm going play Uncharted 2, Crysis 2, Motor Storm- all 3 of 'em! And all online!!!
314960717;;finalized;20;8/24/13 0:21;Neutral / author is just sharing information;0.7758;;84051334;#WEATHER:  1:53 pm : 59.0F. Feels 58F. 30.06% Humidity. 6.9MPH West Wind.
314960718;;finalized;20;8/24/13 0:44;Neutral / author is just sharing information;0.8664;;84051300;#WEATHER:  12:52 am: 74.0F. Feels F. 30.03% Humidity. 5.8MPH Southeast Wind.
314960719;;finalized;20;8/24/13 0:32;Positive;0.9636;;81211518;Hope everyone had a great weekend, I just LOVE Sundress weather!
314960720;;finalized;20;8/24/13 0:41;Positive;0.6505;;83269499;Waiting patiently for the electric car. Glorious day in Caithness, huge skies and plenty of sunshine...
314960721;;finalized;20;8/24/13 0:45;Neutral / author is just sharing information;0.8434;;82838312;#WEATHER:  1:56 pm : 77.0F. Feels F. 29.96% Humidity. 11.5MPH South Wind.
314960722;;finalized;20;8/24/13 0:34;Negative;0.9719;;81991158;Why the fuck all my teachers tryna go outside today?! Its too hot for dat shit
314960723;;finalized;20;8/24/13 0:27;Negative;0.6338;;82850583; Happy Birthday....weather is so shitty yeeeesh! Well atleast smile bright :D
314960724;;finalized;20;8/24/13 0:30;Neutral / author is just sharing information;0.3985;;79196972;Friday Fest es lil chilly!
314960725;;finalized;20;8/24/13 0:29;Negative;0.7541;;82840755;  yeah me too,i`m freezing man...don`t let that sunshine fool you FOOOOOOOOOOOOOOOOOOOOOOL!!!!!!!!!!!
314960726;;finalized;20;8/24/13 0:53;Negative;0.946;;82845268;This weather on some bullshit .
314960727;;finalized;20;8/24/13 0:21;Neutral / author is just sharing information;0.5491;;82509276; its not. 70 and sunny tomorrow.
314960728;;finalized;20;8/24/13 0:35;Negative;0.4839;;82853245; sooooo annoyed with these weather tweets. we live in ohio what do you expect? #getoverit
314960729;;finalized;20;8/24/13 0:37;Neutral / author is just sharing information;0.8771;;84314150;Wednesday - Partly sunny. Slight chance of rain showers in the morning...then a slight chance of thunderstorms in...  
314960730;;finalized;20;8/24/13 0:40;Tweet not related to weather condition;0.6001;;81991152;So sad - a former homebound student of mine died this morning.  She was like a ray of sunshine, always positive despite her condition.
314960731;;finalized;20;8/24/13 0:30;Positive;0.9754;;80053174;The weather has turned gorgeous! 
314960732;;finalized;20;8/24/13 0:28;Positive;0.5983;;82845277;Anyone who thinks that Sunshine is pure Happiness, has never danced in the Rain...
314960733;;finalized;20;8/24/13 1:12;Tweet not related to weather condition;0.6467;;83258553;  Why does Lindsay Lohan hate Christmas? She's been in & out of rehab for dashing through the snow...LMMFAO
314960734;;finalized;20;8/24/13 0:31;Positive;0.8322;;82844981;ain't nothin like walkin out of a salon with a fresh cut and a lollipop on a beautiful sunny day. I love it.
314960735;;finalized;20;8/24/13 0:53;Positive;0.6916;;81172077; haha, sunny down here!
314960736;;finalized;20;8/24/13 0:28;Tweet not related to weather condition;0.7618;;80057340; old lady with hot pink feather extensions.. The reason i want mine out!  
314960737;;finalized;20;8/24/13 0:50;Positive;0.5014;;80059203;Partly Sunny Skies Show Up For Mother's Day - 
314960738;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.5568;;84320229;"Audible! Skipping KY weather; are now Nashville bound."
314960739;;finalized;20;8/24/13 0:49;Negative;0.4682;;82518151;Preparing for the worst but still praying for the best with this storm stuff!
314960740;;finalized;20;8/24/13 0:34;Negative;0.9276;;82847436; Georgia weather be pissin me off.
314960741;;finalized;20;8/24/13 0:45;Negative;0.8933;;82517839;the storm outside = no bueno
314960742;;finalized;20;8/24/13 0:33;Neutral / author is just sharing information;0.7379;;81989954;"MLB Weather Alert &#8211; Wednesday May 11th - /"
314960743;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.4226;;82509310;" My kids keep using words like ""fresh air"" & ""sunshine."" Must go investigate. While I'm gone, would you read? {new post}  ..."
314960744;;finalized;20;8/24/13 0:39;Tweet not related to weather condition;0.8559;;84030372;Check out my hot new hip hop  via 
314960745;;finalized;20;8/24/13 1:01;Tweet not related to weather condition;0.6769;;79197853;Niggaz got degrees cuz...
314960746;;finalized;20;8/24/13 0:31;Positive;0.7885;;84306221;Last full week of school. Summertime sunshine #seeyousoon
314960747;;finalized;20;8/24/13 0:31;Neutral / author is just sharing information;0.2961;;84320252;#storm yeah? /
314960748;;finalized;20;8/24/13 0:39;Negative;0.7003;;82841713;Greaaaat. So, the room i'm testing in, is freezing! Wtf. :/
314960749;;finalized;20;8/24/13 0:31;Tweet not related to weather condition;0.6571;;79189341; Syria 'arrests scores' in Damascus suburb: Soldiers reportedly storm Saqba, making several arrests overnight, wh... http: ...
314960750;;finalized;20;8/24/13 0:46;Neutral / author is just sharing information;0.789;;82510064;84.2F (Feels: 89.9F) - Humidity: 67% - Wind: 15.2mph SSE - Gust: 20.6mph - Pressure: 1011.8mb (-0.2)  #weather 
314960751;;finalized;20;8/24/13 0:22;Tweet not related to weather condition;0.6683;;79194106;Headed out to the province of Siem Reap to check out the work a local church is doing in the community there. 
"#motoride #hourandahalf #hot""";;;;;;;;;
314960752;;finalized;20;8/24/13 0:33;Positive;0.9508;;84051155;So far today is pretty great weather wise for this 7lb hot dog BBQ.
314960753;;finalized;20;8/24/13 0:36;Positive;1;;82518378;56 Degrees Saturday night?? YES! I love it
314960754;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.6099;;81172424;Activision Blizzard's quarterly profit, sales rise \n    (Reuters)\n: Reuters - NEW YORK (Reuters)- Activision ... 
314960755;;finalized;20;8/24/13 0:33;Neutral / author is just sharing information;0.7823;;82839684;#WEATHER:  12:56 am: 56.0F. Feels 52F. 29.81% Humidity. 18.4MPH Southwest Wind.
314960756;;finalized;20;8/24/13 0:33;Negative;0.4917;;84305604; oh hot dayum. Lmao & locked out my house waiting for a key company to come lmao
